"COD UNIDADE ORGANIZACIONAL";"DESCRICAO UNIDADE ORGANIZACIONAL";"VP";"DIRETORIA";"AREA ATENDIMENTO"
"1773";"PR EQUIPE M&A QUALIDADE";"PRESIDENCIA";"LOGISTICA";""
"1463";"EQUIPE CONSOLIDACAO";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2198";"EQUIPE HBN";"VP COMERCIAL";"PLANEJAMENTO DE VENDAS";""
"2991";"TMO - 138 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3454";"EQUIPE FISCAL VAREJO 2";"PRESIDENCIA";"FINANCEIRO VAREJO";""
"2560";"ROS - 357 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2455";"DML - 58 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3634";"RJ EQUIPE SUPORTE CDS";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3162";"DML - 5 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3492";"GER FINANCEIRO VAREJO - CONTAS A RECEBER";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"2728";"ROS - 386 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2725";"ROS - 360 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3172";"ROS - 324 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"1605";"SPI ENCARREGADO CONFERENCIA - T3";"PRESIDENCIA";"LOGISTICA";""
"3767";"ESPEC. INFRA TI";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2461";"DML - 72 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2085";"GER PE";"VP COMERCIAL";"VENDAS";""
"2277";"DML - 89 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1544";"RJ EQUIPE LINHA 3 - T3";"PRESIDENCIA";"LOGISTICA";""
"3395";"ROS - 469 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1845";"AL EQUIPE PRODUCAO - T2";"PRESIDENCIA";"LOGISTICA";""
"2474";"DML - 23 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3386";"DML - 72 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3697";"PR SUP CGG";"PRESIDENCIA ";"CULTURA E GESTAO DE GENTE";""
"2631";"ROS - 355 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2602";"ROS - 342 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3219";"SUPERINTENDENCIA ADMINISTRATIVA";"VP CORPORATIVA";"CENTRO SERVICOS COMPARTILHADOS";""
"3568";"EQUIPE ESG (REPORT GERENCIA)";"PRESIDENCIA";"ESG";""
"1569";"GER REGIONAL OPERACOES RJ e ES";"PRESIDENCIA";"LOGISTICA";""
"45";"COORD SUPRIMENTOS";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"2456";"DML - 65 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3022";"TMO - 139 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2880";"TMO - 142 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1435";"GER GOVERNANCA CGG";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"2100";"MT EQUIPE DEVOLUCAO";"PRESIDENCIA";"LOGISTICA";""
"3780";"ROS - 477 - GER FARMACEUTICO/LOJE";"VP VAREJO";"OPERACOES LOJAS";""
"1663";"SUP MG SUL 1";"VP COMERCIAL";"VENDAS";""
"1522";"RJ SUP - QUALIDADE + ESTOQUE";"PRESIDENCIA";"LOGISTICA";""
"2712";"ROS - 306 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2223";"EQUIPE PROFISSA";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"1423";"EQUIPE DESENVOLVIMENTO VAREJO";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"3049";"TMO - 178 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1508";"EQUIPE AUTOMACAO CDs";"PRESIDENCIA";"LOGISTICA";""
"2079";"SUP SAV";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"1476";"FINANCEIRA DISTRIBUICAO SUPRIMENTOS (GER)";"VP FINANCAS";"TRIBUTARIA E FISCAL";""
"1568";"RJ EQUIPE FATURAMENTO";"PRESIDENCIA";"LOGISTICA";""
"3626";"DML - 639 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2172";"RJ EQUIPE GEOGRAFICA";"PRESIDENCIA";"LOGISTICA";""
"3369";"ROS - 470 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3728";"ROS - 419 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1882";"BA ENCARREGADO PRODUCAO - T2";"PRESIDENCIA";"LOGISTICA";""
"3399";"ROS - 376 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1897";"BA ENCARREGADO CRDK - T2";"PRESIDENCIA";"LOGISTICA";""
"2090";"SPC EQUIPE CRDK/FOB - T3";"PRESIDENCIA";"LOGISTICA";""
"3641";"ROS - 397 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3033";"TMO - 188 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2058";"EQUIPE SOCIETARIO E CONTRATOS";"VP ESTRATEGIA E FINANCAS";"JURIDICO";""
"3331";"ROS - 366 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1344";"GER QUALIDADE TRANSPORTES";"PRESIDENCIA";"LOGISTICA";""
"3";"VP FINANCAS E ESTRATEGIA";"VP ESTRATEGIA E FINANCAS";"VP ESTRATEGIA E FINANCAS";""
"1563";"RJ ENCARREGADO RECEBIMENTO - T2";"PRESIDENCIA";"LOGISTICA";""
"1843";"AL EQUIPE PRODUCAO - T1";"PRESIDENCIA";"LOGISTICA";""
"2322";"DML - 604 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"3727";"ROS - 419 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1601";"SPI ENCARREGADO RECEBIMENTO/ARMAZENAGEM - T1";"PRESIDENCIA";"LOGISTICA";""
"2381";"DML - 24 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1611";"SPI EQUIPE LINHA 3/ABASTECIMENTO - T3";"PRESIDENCIA";"LOGISTICA";""
"2042";"ES EQUIPE D&E - T3";"PRESIDENCIA";"LOGISTICA";""
"1540";"RJ EQUIPE PICKING BAIXO - T3";"PRESIDENCIA";"LOGISTICA";""
"1543";"RJ ENCARREGADO LINHA 3 - T3";"PRESIDENCIA";"LOGISTICA";""
"2227";"SUP FACILITIES MG";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3005";"TMO - 150 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3065";"TMO - 168 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3748";"ROS - 472 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2439";"DML - 608 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2908";"TMO - 177 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3719";"BA ENCARREGADO PRODUCAO - T3";"PRESIDENCIA";"LOGISTICA";""
"3362";"ROS - 378 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"154";"SUPERINTENDENCIA MEX";"VP VAREJO";"MARKETING VAREJO";""
"3231";"EQUIPE REDES PE";"VP COMERCIAL";"VENDAS";""
"1885";"BA EQUIPE PICKING - T3";"PRESIDENCIA";"LOGISTICA";""
"1746";"RS EQUIPE DEVOLUCAO";"PRESIDENCIA";"LOGISTICA";""
"2584";"ROS - 351 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3129";"ROS - 376 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2792";"ROS - 430 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3376";"ROS - 368 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"1972";"EQUIPE REDES BA / SE";"VP COMERCIAL";"VENDAS";""
"1454";"EQUIPE SUPPLY CHAIN GRANDES CONTAS LOGISTICA";"PRESIDENCIA";"SUPPLY CHAIN";""
"3575";"GER COMERCIAL SPECIALTY (CALL CENTER E TIME EXTERNO)";"VP SPECIALTY";"VP SPECIALTY";""
"2505";"DML - 15 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3639";"DML - 641 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1648";"SUP REDES SUL 2";"VP COMERCIAL";"VENDAS";""
"359";"SUPERINTENDENCIA NACIONAL TRANSPORTES";"PRESIDENCIA";"LOGISTICA";""
"3438";"EQUIPE  CONTAS A RECEBER";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"3765";"SUP TORRE DE CONTROLE SPECIALTY";"VP SPECIALTY";"VP SPECIALTY";""
"1377";"INTELIGENCIA DE MERCADO";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"1892";"BA EQUIPE DEVOLUCAO";"PRESIDENCIA";"LOGISTICA";""
"2805";"ROS - 368 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3103";"GER REGIONAL DML/FML 6";"VP VAREJO";"OPERACOES LOJAS";""
"2301";"DML - 81 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3165";"DML - 25 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2177";"EQUIPE GER CALL CENTER";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"13";"GER PROJETOS VP CORPORATIVA";"VP CORPORATIVA";"VP CORPORATIVA";""
"4";"CFO FINANCEIRO VAREJO";"PRESIDENCIA";"LOGISTICA";""
"2772";"ROS - 384 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2561";"ROS - 366 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES VAREJO";""
"2383";"DML - 31 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3188";"EQUIPE SUPRIMENTOS VAREJO";"PRESIDENCIA";"FINANCEIRO VAREJO";""
"3106";"ENCARREGADO RJ 1";"VP VAREJO";"OPERACOES LOJAS";""
"2374";"DML - 60 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2951";"TMO - 184 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2660";"ROS - 394 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2985";"TMO - 118 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2863";"TMO - 173 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1359";"EQUIPE PLANEJAMENTO LOGISTICO (CRDK/FOB)";"PRESIDENCIA";"LOGISTICA";""
"2080";"SAV EQUIPES";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"1381";"GESTAO DE CATEGORIAS NAO MEDICAMENTOS";"VP COMERCIAL";"COMERCIAL";""
"243";"COMERCIAL RX EQUIPE";"VP COMERCIAL";"COMERCIAL";""
"1979";"CONTAS PR";"VP COMERCIAL";"VENDAS";""
"1572";"SPC DESPESA/ORCAMENTO";"PRESIDENCIA";"LOGISTICA";""
"39";"MT COORD OPERACOES";"PRESIDENCIA";"LOGISTICA";""
"3200";"EQUIPE PRECIFICACAO VAREJO";"VP VAREJO";"COMERCIAL VAREJO";""
"2323";"DML - 607 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2156";"EQUIPES REDES SP 2";"VP COMERCIAL";"VENDAS";""
"3342";"ROS - 466 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"43";"BP DISTRIBUICAO AREAS NEGOCIOS - PROFISSA";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"3614";"EQUIPE LOGISTICA (ORCAMENTO)";"PRESIDENCIA";"LOGISTICA";""
"1866";"PB SUP ADM FARMACEUTICO";"PRESIDENCIA";"LOGISTICA";""
"2036";"SUP SPI 5";"VP COMERCIAL";"VENDAS";""
"1913";"ES EQUIPE M&A QUALIDADE";"PRESIDENCIA";"LOGISTICA";""
"3173";"ROS - 331 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"1375";"PLANEJAMENTO CD";"VP COMERCIAL";"PLANEJAMENTO DE VENDAS";""
"2340";"DML - 95 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2581";"ROS - 343 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2758";"ROS - 330 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"59";"EQUIPE SISTEMAS GRUPO 2";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"3194";"COORD E-COMMERCE VAREJO";"VP VAREJO";"OPERACOES VAREJO";""
"1428";"EQUIPE INFRAESTRUTURA TI SEDE";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2249";"DML - 91 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3490";"GER REDES SP";"VP COMERCIAL";"VENDAS";""
"2024";"SUP SERVICOS A CLIENTES CD";"VP COMERCIAL";"MARKETING";""
"1973";"EQUIPES PE 1";"VP COMERCIAL";"VENDAS";""
"3798";"ROS - 385 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3686";"RJ SUPERINTENDENCIA OPERACOES";"PRESIDENCIA ";"LOGISTICA";""
"2871";"TMO - 102 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2889";"TMO - 195 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2686";"ROS - 445 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2174";"SUPERVISAO HBN ES";"VP COMERCIAL";"PLANEJAMENTO DE VENDAS";""
"1566";"RJ EQUIPE RECEBIMENTO - T3";"PRESIDENCIA";"LOGISTICA";""
"3291";"EQUIPE INTEL. MERCADO 2";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"2016";"PR EQUIPE D&E TRANSPORTE";"PRESIDENCIA";"LOGISTICA";""
"2311";"DML - 27 - SUBGERENTE";"VP VAREJO";"OPERACOES VAREJO";""
"1641";"GER BA/SE";"VP COMERCIAL";"VENDAS";""
"3345";"ROS - 415 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"27";"COORD SOCIETARIO E CONTRATOS";"VP ESTRATEGIA E FINANCAS";"JURIDICO";""
"1504";"EQUIPE LOGISTICA ESTOQUE";"PRESIDENCIA";"LOGISTICA";""
"3152";"ROS - 376 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES VAREJO";""
"136";"COORD BP OPERACOES CDs (RJ, ES, DF, GO, RS, PR e TO)";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"2527";"ROS - 318 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2006";"EQUIPE HOSPITALAR SP";"VP COMERCIAL";"VENDAS";""
"87";"GER AUDITORIA";"VP ESTRATEGIA E FINANCAS";"AUDITORIA E COMPLIANCE";""
"2630";"ROS - 354 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3288";"GER CUSTOS LOGISTICA";"PRESIDENCIA";"LOGISTICA";""
"3701";"DF ENCARREGADO BLOQ";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"22";"COORD INFRAESTRUTURA DISTRIBUICAO";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2756";"ROS - 437 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3700";"GER REGIONAL OPERACOES ES";"PRESIDENCIA ";"LOGISTICA";""
"2981";"TMO - 107 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3650";"PB EQUIPE PRODUCAO/ABASTECIMENTO/EXPEDICAO - T2";"PRESIDENCIA";"LOGISTICA";""
"1808";"MG EQUIPE BLOQ";"PRESIDENCIA";"LOGISTICA";""
"523";"SPI SUP D&E";"PRESIDENCIA";"LOGISTICA";""
"1826";"PE EQUIPE GR";"PRESIDENCIA";"LOGISTICA";""
"2380";"DML - 13 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1790";"MG GER OPERACOES";"PRESIDENCIA";"LOGISTICA";""
"2640";"ROS - 463 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES VAREJO";""
"1634";"GER RJ/ES";"VP COMERCIAL";"VENDAS";""
"2123";"EQUIPE RS";"VP COMERCIAL";"VENDAS";""
"3046";"TMO - 166 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2081";"GER GOVERNANCA";"VP COMERCIAL";"DISTRIBUICAO";""
"2335";"DML - 63 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2241";"PROJETO LG";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"2407";"DML - 66 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2879";"TMO - 136 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1852";"RN ENCARREGADO M&A - T1";"PRESIDENCIA";"LOGISTICA";""
"2929";"TMO - 195 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3656";"EQUIPE PROCESSOS";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"15";"GER INFRAESTRUTURA E SEGURANCA";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"1687";"GER NEGOCIACAO DE VENDAS";"VP COMERCIAL";"PLANEJAMENTO DE VENDAS";""
"1915";"ES EQUIPE FATURAMENTO";"PRESIDENCIA";"LOGISTICA";""
"2030";"SUP BA 5";"VP COMERCIAL";"VENDAS";""
"2619";"ROS - 304 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3629";"DF ENCARREGADO PICKING/LOOP 1 E 2 - T3";"PRESIDENCIA";"LOGISTICA";""
"2356";"DML - 49 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3308";"EQUIPE RPA";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2627";"ROS - 349 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"271";"SUP RS - J&J";"VP COMERCIAL";"VENDAS";""
"3486";"ENCARREGADO RJ 4";"VP VAREJO";"OPERACOES LOJAS";""
"3631";"ROS - 396 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2593";"ROS - 447 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2753";"ROS - 403 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2767";"ROS - 360 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2282";"DML - 80 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3436";"EQUIPE CIENCIA DADOS";"PRESIDENCIA";"SUPPLY CHAIN VAREJO";""
"1815";"MG EQUIPE FOB";"PRESIDENCIA";"LOGISTICA";""
"1530";"RJ EQUIPE CONFERENCIA - T1";"PRESIDENCIA";"LOGISTICA";""
"1622";"SPI EQUIPE MANUTENCAO PREDIAL";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3570";"VP SPECIALTY";"VP SPECIALTY";"VP SPECIALTY";""
"1615";"SPI EQUIPE BLOQ";"PRESIDENCIA";"LOGISTICA";""
"1488";"RJ ENCARREGADO GR 2";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"1769";"PR EQUIPE FACILITIES";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"1604";"SPI EQUIPE PRODUCAO/CONFERENCIA - T1";"PRESIDENCIA";"LOGISTICA";""
"1653";"SUP RS 1";"VP COMERCIAL";"VENDAS";""
"2955";"TMO - 105 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES VAREJO";""
"2048";"DIVISIONAL NORDESTE - EQUIPE";"VP COMERCIAL";"VENDAS";""
"3672";"DML - 643 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"3481";"ENCARREGADO DF 2";"VP VAREJO";"OPERACOES LOJAS";""
"224";"GER SUPPLY CHAIN GRANDES CONTAS";"PRESIDENCIA";"SUPPLY CHAIN";""
"3100";"TMO - 183 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2776";"ROS - 330 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3480";"BUFFER - ROS";"VP VAREJO";"OPERACOES VAREJO";""
"261";"SUP DF - ESTRATEGICO";"VP COMERCIAL";"VENDAS";""
"2609";"ROS - 356 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1962";"EQUIPES CONTAS SPC";"VP COMERCIAL";"VENDAS";""
"1712";"DF COORD OPERACOES";"PRESIDENCIA";"LOGISTICA";""
"1916";"ES EQUIPE GPP";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2077";"GER PLANEJAMENTO CD";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"2315";"DML - 56 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"73";"FINANCEIRA DISTRIBUICAO SUPRIMENTOS 2";"VP FINANCAS";"FINANCEIRO GRUPO";""
"3620";"TMO - 135 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"1762";"RS ENCARREGADO D&E - T3";"PRESIDENCIA";"LOGISTICA";""
"1655";"SUP REDES SUL 1";"VP COMERCIAL";"VENDAS";""
"1509";"RJ ENCARREGADO AUTOMACAO";"PRESIDENCIA";"LOGISTICA";""
"1933";"ES EQUIPE CRDK - T3";"PRESIDENCIA";"LOGISTICA";""
"3032";"TMO - 179 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2490";"DML - 19 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2585";"ROS - 357 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2057";"EQUIPE CGG CDs (DF, ES, GO, RS, PR, TO)";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"2410";"DML - 72 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3217";"COORD SUPERVISAO FARMACEUTICA";"VP VAREJO";"OPERACOES VAREJO";""
"3354";"DML - 620 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1424";"COORD SISTEMAS DISTRIBUICAO 1";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2443";"DML - 624 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"3668";"DML - 633 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2018";"RJ EQUIPE D&E TRANSPORTE";"PRESIDENCIA";"LOGISTICA";""
"2298";"DML - 64 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2061";"GER PM";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"3546";"DML - 636 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1612";"SPI EQUIPE PRODUCAO - T3";"PRESIDENCIA";"LOGISTICA";""
"1784";"PR ENCARREGADO D&E - T1";"PRESIDENCIA";"LOGISTICA";""
"2138";"SUP REDES SPC";"VP COMERCIAL";"VENDAS";""
"2464";"DML - 608 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2807";"ROS - 377 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2339";"DML - 81 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3195";"COORD GROWTH VAREJO";"VP VAREJO";"OPERACOES VAREJO";""
"3777";"ENCARREGADO HÍBRIDO";" VP COMERCIAL";"VENDAS";""
"2037";"SUP SPI 6";"VP COMERCIAL";"VENDAS";""
"2575";"ROS - 315 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3092";"TMO - 140 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2972";"TMO - 171 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3791";"ES BOMBEIRO CIVIL";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"1592";"SPC SUP CRDK/FOB";"PRESIDENCIA";"LOGISTICA";""
"1742";"RS SUP OPERACOES";"PRESIDENCIA";"LOGISTICA";""
"2146";"SUP CONTAS ALIMENTAR";"VP COMERCIAL";"VENDAS";""
"3455";"EQUIPE PREVENCAO DE PERDAS - GESTAO RISCO";"PRESIDENCIA";"FINANCEIRO VAREJO";""
"3120";"DML - 2 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3541";"MT ENCARREGADO M&A PRODUCAO - T2";"PRESIDENCIA";"LOGISTICA";""
"2291";"DML - 22 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1658";"SUP RJ 3";"VP COMERCIAL";"VENDAS";""
"2924";"TMO - 147 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2539";"ROS - 381 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1936";"EQUIPES PR 1";"VP COMERCIAL";"VENDAS";""
"2432";"DML - 66 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1865";"PB EQUIPE D&E";"PRESIDENCIA";"LOGISTICA";""
"2648";"ROS - 342 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3102";"GER REGIONAL DML/FML 5";"VP VAREJO";"OPERACOES LOJAS";""
"1391";"COMUNICACAO INSTITUCIONAL";"VP VAREJO";"MARKETING VAREJO";""
"3437";"EQUIPE INTELIGENCIA MERCADO";"PRESIDENCIA";"SUPPLY CHAIN VAREJO";""
"1889";"BA EQUIPE FACILITIES";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2683";"ROS - 410 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"147";"DIRETORIA MARKETING VAREJO";"VP VAREJO";"MARKETING VAREJO";""
"2089";"SPC ENCARREGADO CRDK/FOB - T3";"PRESIDENCIA";"LOGISTICA";""
"1656";"SUP RJ 1";"VP COMERCIAL";"VENDAS";""
"999999997";"Filial Curitiba";"1";"1";""
"2373";"DML - 57 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1805";"MG SUP D&E";"PRESIDENCIA";"LOGISTICA";""
"2959";"TMO - 112 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2436";"DML - 72 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2031";"EQUIPES BA";"VP COMERCIAL";"VENDAS";""
